niveau_etude,region,smoker,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
doctorat,Auvergne-Rhône-Alpes,non,1928.0,4.0,576.0,979.354,500.0
bac+2,Hauts-de-France,non,1311.0,4.0,576.0,871.0039999999999,500.0
bac,Hauts-de-France,oui,2073.0,5.0,517.0,758.0060000000001,2957.735052299841
master,Normandie,non,1726.0,0.0,580.0,706.24,18950.107921604256
bac+2,Auvergne-Rhône-Alpes,non,1414.0,0.0,344.0,601.182,13904.822032884444
aucun,Corse,oui,3963.0,2.0,577.0,869.858,500.0
bac,Hauts-de-France,non,4147.0,1.0,553.0,968.184,1303.426423485049
master,Hauts-de-France,non,2762.0,5.0,440.0,817.188,500.0
aucun,Corse,oui,3217.0,3.0,581.0,844.2139999999999,500.0
master,Hauts-de-France,oui,633.0,1.0,300.0,743.492,3681.716862447288
aucun,Hauts-de-France,non,3344.0,2.0,791.0,934.3900000000001,500.0
doctorat,Hauts-de-France,non,3568.0,1.0,784.0,1006.02,38581.58326076975
doctorat,Corse,oui,3605.0,1.0,546.0,698.6139999999999,14852.347077061037
master,Corse,non,1995.0,5.0,488.0,591.5899999999999,11408.76158074839
bac+2,Hauts-de-France,non,2619.0,2.0,670.0,888.5279999999999,7589.296723322725
doctorat,Bretagne,oui,4122.0,0.0,615.0,281.27,37021.24314335338
bac,Auvergne-Rhône-Alpes,oui,2083.0,4.0,430.0,825.08,500.0
doctorat,Occitanie,non,4064.0,1.0,553.0,1090.72,38597.40698768768
doctorat,Occitanie,non,2119.0,2.0,682.0,1139.118,27709.49832108441
doctorat,Occitanie,oui,500.0,1.0,553.0,656.9540000000001,500.0
bac+2,Corse,oui,2471.0,5.0,557.0,867.3799999999999,500.0
doctorat,Provence-Alpes-Côte d’Azur,oui,1775.0,1.0,573.0,477.98199999999997,8427.679988847724
doctorat,Occitanie,oui,500.0,4.0,576.0,1257.37,500.0
aucun,Bretagne,non,1852.0,3.0,581.0,737.85,500.0
aucun,Auvergne-Rhône-Alpes,oui,1185.0,1.0,423.0,761.76,500.0
bac+2,Île-de-France,non,1930.0,1.0,595.0,908.2480000000002,500.0
bac,Hauts-de-France,oui,2403.0,2.0,577.0,981.972,500.0
bac+2,Hauts-de-France,oui,1901.0,0.0,580.0,813.472,9346.241062621397
aucun,Île-de-France,non,5059.0,5.0,557.0,835.2299999999999,3578.8122995430704
aucun,Provence-Alpes-Côte d’Azur,oui,2448.0,1.0,413.0,437.72200000000004,500.0
bac+2,Hauts-de-France,oui,3676.0,0.0,353.0,764.54,500.0
master,Bretagne,oui,4607.0,0.0,523.0,867.14,500.0
master,Normandie,non,3180.0,3.0,581.0,817.1200000000001,36556.59307284404
bac,Corse,oui,2429.0,5.0,644.0,808.754,500.0
bac,Corse,oui,2487.0,2.0,577.0,724.426,500.0
doctorat,Île-de-France,oui,500.0,2.0,577.0,482.6199999999999,500.0
doctorat,Hauts-de-France,non,1996.0,3.0,541.0,565.184,500.0
bac,Hauts-de-France,oui,2003.0,4.0,576.0,904.17,1428.5107814896191
doctorat,Occitanie,oui,795.0,2.0,307.0,588.964,500.0
aucun,Auvergne-Rhône-Alpes,non,2621.0,2.0,577.0,923.994,17700.961735700923
master,Normandie,non,751.0,5.0,765.0,632.772,5304.565695489534
bac,Hauts-de-France,oui,2377.0,3.0,638.0,505.65199999999993,7964.866269439541
bac,Hauts-de-France,non,1156.0,3.0,448.0,941.8459999999999,500.0
doctorat,Bretagne,oui,4514.0,1.0,553.0,1111.686,34340.561702198414
aucun,Provence-Alpes-Côte d’Azur,non,3260.0,0.0,580.0,906.808,12967.610492373218
doctorat,Île-de-France,non,2358.0,1.0,798.0,872.392,39095.70132515807
aucun,Occitanie,oui,3388.0,4.0,840.0,905.408,500.0
aucun,Auvergne-Rhône-Alpes,non,3079.0,2.0,313.0,634.958,500.0
master,Auvergne-Rhône-Alpes,oui,2030.0,0.0,509.0,773.268,17858.7134257502
bac+2,Occitanie,non,1145.0,4.0,576.0,289.98,4885.126472172284
master,Auvergne-Rhône-Alpes,non,4096.0,1.0,553.0,931.21,10957.563256599551
doctorat,Auvergne-Rhône-Alpes,non,4592.0,1.0,553.0,761.03,46866.76671580148
aucun,Occitanie,non,1693.0,0.0,580.0,713.068,9210.633097072685
bac,Hauts-de-France,non,1370.0,1.0,330.0,1153.82,500.0
bac+2,Normandie,non,1226.0,1.0,553.0,706.956,21253.504165053688
master,Île-de-France,oui,1434.0,3.0,581.0,827.5019999999998,9332.083526883216
doctorat,Hauts-de-France,oui,1579.0,3.0,445.0,836.5600000000001,15798.705570103417
aucun,Île-de-France,oui,4095.0,0.0,580.0,780.928,7532.138945560896
master,Hauts-de-France,non,1939.0,4.0,386.0,828.4619999999999,500.0
bac,Bretagne,non,2961.0,4.0,576.0,770.1940000000001,500.0
bac+2,Occitanie,oui,3053.0,5.0,557.0,1078.0120000000002,23766.59476410503
master,Auvergne-Rhône-Alpes,non,3685.0,1.0,523.0,584.946,32008.185485476926
aucun,Auvergne-Rhône-Alpes,non,500.0,1.0,553.0,788.75,500.0
bac+2,Occitanie,oui,2558.0,1.0,576.0,778.72,11500.035406653124
bac+2,Auvergne-Rhône-Alpes,oui,500.0,5.0,557.0,265.2039,12737.218091515948
bac+2,Île-de-France,non,3770.0,1.0,553.0,609.818,24198.55602015513
bac+2,Hauts-de-France,non,612.0,3.0,743.0,758.374,500.0
bac+2,Bretagne,oui,500.0,0.0,580.0,643.82,500.0
aucun,Corse,non,991.0,2.0,827.0,885.4960000000001,500.0
aucun,Bretagne,oui,2076.0,2.0,577.0,759.8219999999999,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,921.0,1.0,553.0,1052.648,1167.099525275034
master,Hauts-de-France,non,4233.0,0.0,580.0,785.0239999999999,30444.41752606657
doctorat,Hauts-de-France,oui,2990.0,3.0,581.0,735.9260000000002,24511.42535744556
bac+2,Île-de-France,oui,1399.0,5.0,557.0,816.408,8067.806029332422
aucun,Île-de-France,non,962.0,5.0,603.0,825.348,500.0
aucun,Occitanie,oui,2701.0,1.0,822.0,1002.95,4822.7471556909
aucun,Auvergne-Rhône-Alpes,non,2647.0,3.0,581.0,611.7639999999999,500.0
bac,Occitanie,non,1531.0,2.0,483.0,810.4300000000001,8937.89525243721
doctorat,Auvergne-Rhône-Alpes,oui,3906.0,4.0,576.0,774.7239999999999,23401.244236439383
aucun,Corse,oui,500.0,2.0,468.0,1056.134,500.0
aucun,Auvergne-Rhône-Alpes,oui,3131.0,2.0,825.0,733.4559999999999,7014.187179419071
bac,Corse,non,3754.0,2.0,577.0,735.2259999999999,19334.15534027285
doctorat,Bretagne,non,4451.0,4.0,576.0,465.01,21416.473603610186
doctorat,Occitanie,oui,3626.0,4.0,576.0,911.716,500.0
bac+2,Hauts-de-France,non,3685.0,4.0,576.0,584.946,500.0
bac+2,Provence-Alpes-Côte d’Azur,non,1910.0,1.0,553.0,852.984,7377.783299074361
master,Auvergne-Rhône-Alpes,oui,2077.0,1.0,553.0,720.8519999999999,14249.999087338869
bac,Provence-Alpes-Côte d’Azur,oui,4734.0,4.0,482.0,1011.82,17625.005304333405
bac+2,Hauts-de-France,oui,4726.0,3.0,581.0,1031.674,9102.16224972496
doctorat,Île-de-France,non,3130.0,2.0,577.0,733.456,11840.820030828452
bac,Auvergne-Rhône-Alpes,non,1444.0,2.0,797.0,913.1220000000001,3385.6371225579664
doctorat,Corse,non,2713.0,2.0,577.0,825.626,500.0
aucun,Bretagne,oui,3333.0,5.0,328.0,658.066,7445.877283247973
aucun,Corse,oui,2861.0,4.0,576.0,873.222,500.0
doctorat,Hauts-de-France,non,2682.0,0.0,580.0,829.574,26379.13982790571
doctorat,Occitanie,oui,3325.0,5.0,475.0,726.55,500.0
master,Normandie,non,2025.0,4.0,576.0,511.742,17653.584460874208
master,Provence-Alpes-Côte d’Azur,non,2297.0,3.0,671.0,529.67,25690.51083872613
doctorat,Auvergne-Rhône-Alpes,oui,4059.0,3.0,498.0,854.534,3835.433356742735
aucun,Auvergne-Rhône-Alpes,oui,1776.0,1.0,553.0,651.034,500.0
aucun,Corse,non,3398.0,1.0,553.0,723.64,500.0
bac+2,Hauts-de-France,oui,3778.0,1.0,758.0,1054.4919999999997,19998.243461066268
bac,Bretagne,non,3345.0,0.0,580.0,816.9480000000001,26465.223591017195
bac+2,Normandie,oui,1493.0,1.0,553.0,726.374,500.0
bac+2,Provence-Alpes-Côte d’Azur,non,3362.0,1.0,553.0,563.04,27973.43076850212
master,Auvergne-Rhône-Alpes,non,1577.0,2.0,577.0,832.668,24900.96882567323
bac,Île-de-France,non,575.0,5.0,557.0,785.8320000000001,20715.72786040349
bac,Auvergne-Rhône-Alpes,oui,2108.0,3.0,323.0,433.51,500.0
doctorat,Corse,non,2485.0,5.0,485.0,601.966,500.0
master,Île-de-France,oui,2554.0,1.0,323.0,870.4860000000001,11301.820807689632
bac,Occitanie,oui,2493.0,0.0,580.0,653.6880000000001,500.0
bac,Île-de-France,oui,2211.0,1.0,553.0,988.784,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,1613.0,4.0,320.0,843.676,500.0
bac+2,Île-de-France,non,500.0,4.0,432.0,482.6199999999999,500.0
master,Provence-Alpes-Côte d’Azur,non,920.0,3.0,331.0,1052.648,500.0
bac,Normandie,oui,2187.0,1.0,553.0,725.278,629.0174592264733
aucun,Hauts-de-France,non,2856.0,4.0,576.0,862.2279999999998,1958.5691665117863
bac,Île-de-France,non,500.0,1.0,553.0,777.82,500.0
aucun,Normandie,oui,1985.0,3.0,740.0,939.4,500.0
doctorat,Corse,non,1165.0,1.0,471.0,1033.8200000000002,500.0
bac,Provence-Alpes-Côte d’Azur,oui,2368.0,4.0,667.0,735.802,3095.6058161162705
bac+2,Hauts-de-France,non,1106.0,5.0,557.0,750.434,14892.129695892656
bac+2,Occitanie,oui,1142.0,4.0,522.0,758.066,500.0
bac+2,Île-de-France,non,1293.0,5.0,300.0,903.9860000000001,17767.617120803876
master,Normandie,non,2206.0,1.0,575.0,816.0980000000001,27971.661874715537
aucun,Bretagne,oui,1424.0,1.0,674.0,847.4560000000001,500.0
aucun,Hauts-de-France,oui,2435.0,3.0,581.0,625.13,500.0
master,Provence-Alpes-Côte d’Azur,oui,2849.0,3.0,842.0,703.33,25262.999727345657
doctorat,Hauts-de-France,non,2990.0,3.0,323.0,735.9260000000002,8543.009391045001
bac,Hauts-de-France,non,2487.0,5.0,593.0,270.49,4617.462855473694
doctorat,Occitanie,oui,2496.0,2.0,601.0,654.658,500.0
aucun,Bretagne,non,832.0,2.0,577.0,786.1439999999999,500.0
aucun,Corse,oui,1369.0,1.0,553.0,954.274,500.0
bac,Normandie,oui,2849.0,3.0,387.0,703.33,500.0
aucun,Bretagne,non,1543.0,4.0,616.0,758.9179999999999,9974.5385387336
aucun,Provence-Alpes-Côte d’Azur,non,1993.0,2.0,577.0,586.99,500.0
bac,Normandie,oui,2507.0,4.0,793.0,811.7779999999999,13941.527954181993
bac+2,Provence-Alpes-Côte d’Azur,oui,2694.0,3.0,581.0,1106.538,14236.835513896362
doctorat,Bretagne,non,1963.0,5.0,557.0,639.77,13546.94566728572
doctorat,Occitanie,non,2037.0,2.0,577.0,767.1800000000001,19778.35539078744
bac+2,Île-de-France,oui,1053.0,2.0,418.0,797.332,17654.56282008825
bac+2,Corse,oui,2529.0,5.0,543.0,610.314,500.0
doctorat,Bretagne,non,1625.0,4.0,576.0,691.964,21236.88883013472
master,Normandie,oui,3833.0,4.0,576.0,653.752,17664.586088599888
bac,Occitanie,non,1844.0,3.0,581.0,794.01,8116.3580936528115
aucun,Occitanie,oui,5209.0,5.0,458.0,1104.31,12083.48293955499
bac,Hauts-de-France,non,811.0,5.0,557.0,821.3880000000001,500.0
bac,Hauts-de-France,oui,2085.0,0.0,842.0,900.376,750.1675818274242
bac+2,Hauts-de-France,non,4991.0,5.0,557.0,916.4460000000001,500.0
master,Corse,oui,3565.0,5.0,557.0,1026.372,21054.2584713225
aucun,Normandie,non,2898.0,5.0,672.0,474.01,12790.98416367052
aucun,Hauts-de-France,oui,1898.0,4.0,521.0,922.5859999999999,500.0
master,Normandie,oui,2437.0,2.0,531.0,607.1800000000001,10942.245205344045
aucun,Occitanie,oui,4186.0,0.0,459.0,851.1479999999999,500.0
bac,Provence-Alpes-Côte d’Azur,non,4621.0,3.0,581.0,760.6259999999999,5733.19825457975
aucun,Occitanie,non,663.0,4.0,576.0,741.508,500.0
doctorat,Occitanie,oui,3792.0,4.0,830.0,819.34,18379.00811212305
doctorat,Bretagne,oui,2638.0,1.0,553.0,741.266,23261.21905705174
master,Normandie,non,3249.0,5.0,347.0,1023.518,33199.35478748699
aucun,Corse,oui,860.0,1.0,442.0,793.6339999999999,500.0
master,Provence-Alpes-Côte d’Azur,non,2264.0,0.0,601.0,598.336,24271.219189403848
aucun,Corse,non,689.0,0.0,580.0,896.9680000000001,500.0
master,Île-de-France,non,513.0,2.0,577.0,765.182,38745.50180230162
master,Normandie,non,4345.0,1.0,709.0,680.27,19357.322553038
bac,Normandie,non,1841.0,0.0,580.0,743.36,500.0
aucun,Occitanie,oui,2142.0,4.0,387.0,945.934,500.0
aucun,Occitanie,oui,1111.0,4.0,400.0,765.8199999999999,500.0
master,Corse,oui,1760.0,3.0,581.0,868.51,500.0
bac,Bretagne,oui,3212.0,0.0,807.0,883.242,500.0
bac,Provence-Alpes-Côte d’Azur,non,3136.0,2.0,577.0,353.46,23950.74207967979
aucun,Île-de-France,non,3049.0,5.0,655.0,967.476,500.0
doctorat,Corse,non,1708.0,5.0,557.0,897.058,9625.845574796664
doctorat,Hauts-de-France,non,2234.0,1.0,341.0,742.184,10561.932639484903
doctorat,Hauts-de-France,non,1825.0,2.0,577.0,827.7299999999999,500.0
master,Provence-Alpes-Côte d’Azur,oui,3285.0,1.0,525.0,843.2700000000001,500.0
bac,Hauts-de-France,oui,2370.0,0.0,725.0,767.914,500.0
bac,Île-de-France,non,1512.0,4.0,324.0,920.29,15637.931483116514
bac+2,Auvergne-Rhône-Alpes,non,3577.0,1.0,611.0,970.89,500.0
bac+2,Hauts-de-France,oui,2511.0,4.0,335.0,1220.28,500.0
bac+2,Occitanie,non,4178.0,5.0,557.0,882.5219999999999,38786.02258457793
master,Occitanie,non,3615.0,4.0,576.0,756.858,500.0
bac+2,Auvergne-Rhône-Alpes,non,3699.0,2.0,577.0,822.982,500.0
bac,Occitanie,oui,2309.0,3.0,581.0,969.97,6824.706236121776
aucun,Normandie,non,1217.0,1.0,553.0,849.732,500.0
doctorat,Normandie,oui,4552.0,2.0,790.0,760.4839999999999,500.0
bac+2,Normandie,non,3352.0,5.0,527.0,795.988,27056.669054141723
master,Provence-Alpes-Côte d’Azur,oui,2096.0,1.0,306.0,942.03,11631.378311895272
bac,Bretagne,non,3473.0,3.0,741.0,732.57,20941.35533451329
doctorat,Bretagne,oui,4254.0,4.0,352.0,803.412,24459.4745517227
master,Normandie,non,3168.0,5.0,331.0,929.676,20369.88983084691
bac,Normandie,non,3165.0,0.0,580.0,1018.4920000000002,20304.149653791694
master,Auvergne-Rhône-Alpes,non,2097.0,1.0,553.0,781.896,9063.992193063728
master,Bretagne,oui,3828.0,5.0,376.0,596.984,4929.495735749877
doctorat,Corse,non,3003.0,4.0,576.0,725.634,500.0
aucun,Hauts-de-France,non,3005.0,0.0,451.0,684.0960000000001,11994.155565786166
bac+2,Corse,oui,2012.0,4.0,707.0,470.642,3353.4330106364587
bac,Corse,non,5080.0,5.0,782.0,959.4619999999999,13703.88297040526
master,Bretagne,non,2146.0,1.0,568.0,961.08,500.0
doctorat,Île-de-France,non,1230.0,4.0,576.0,706.956,24435.34008926936
aucun,Normandie,oui,5518.0,0.0,580.0,988.994,500.0
bac+2,Corse,oui,2838.0,4.0,576.0,1169.92,500.0
doctorat,Normandie,oui,3444.0,1.0,553.0,795.3120000000001,500.0
aucun,Normandie,non,3578.0,2.0,577.0,834.7199999999999,6622.300339722123
aucun,Île-de-France,oui,864.0,5.0,828.0,270.52,500.0
doctorat,Île-de-France,non,2661.0,0.0,659.0,796.7719999999999,11383.645355092256
doctorat,Provence-Alpes-Côte d’Azur,oui,534.0,4.0,574.0,749.968,19635.997764467586
master,Île-de-France,oui,500.0,3.0,581.0,482.6199999999999,19517.82898274985
doctorat,Hauts-de-France,non,2612.0,4.0,556.0,862.2,500.0
master,Corse,oui,1741.0,0.0,580.0,583.77,500.0
bac,Normandie,non,1751.0,2.0,577.0,658.222,500.0
doctorat,Normandie,oui,2561.0,3.0,335.0,900.7119999999999,19516.817267980667
bac+2,Auvergne-Rhône-Alpes,non,555.0,5.0,736.0,846.186,18978.120835594247
aucun,Bretagne,non,4065.0,2.0,369.0,861.45,4496.717317037311
master,Provence-Alpes-Côte d’Azur,non,621.0,3.0,845.0,858.44,2504.610141047304
master,Auvergne-Rhône-Alpes,non,1379.0,5.0,422.0,909.354,500.0
bac,Normandie,oui,3164.0,0.0,580.0,1018.4920000000002,500.0
bac+2,Normandie,non,647.0,3.0,699.0,643.462,13005.741673146224
aucun,Corse,non,2230.0,2.0,320.0,725.284,500.0
doctorat,Hauts-de-France,non,3120.0,1.0,544.0,572.274,28648.772767630267
bac+2,Auvergne-Rhône-Alpes,oui,4324.0,2.0,577.0,802.2199999999999,500.0
bac,Provence-Alpes-Côte d’Azur,non,500.0,3.0,337.0,713.5759999999999,500.0
aucun,Bretagne,oui,4963.0,4.0,576.0,331.03,13331.74594014329
bac+2,Hauts-de-France,oui,2117.0,1.0,553.0,1043.1919999999998,500.0
master,Hauts-de-France,oui,2348.0,2.0,448.0,1307.961000000001,4759.946047931218
master,Auvergne-Rhône-Alpes,oui,2075.0,1.0,553.0,767.5999999999999,500.0
doctorat,Occitanie,oui,1685.0,4.0,643.0,733.538,8636.79294278348
aucun,Occitanie,oui,1487.0,3.0,550.0,568.684,500.0
aucun,Hauts-de-France,oui,1975.0,4.0,576.0,855.0259999999998,500.0
bac+2,Bretagne,non,4059.0,1.0,553.0,854.534,500.0
aucun,Normandie,oui,3509.0,0.0,744.0,801.5120000000001,500.0
doctorat,Provence-Alpes-Côte d’Azur,non,3003.0,5.0,557.0,676.96,26649.02967602682
master,Provence-Alpes-Côte d’Azur,oui,1915.0,3.0,493.0,666.536,18028.991851950024
bac+2,Hauts-de-France,non,4140.0,4.0,576.0,542.492,828.5931393066742
aucun,Occitanie,oui,1933.0,2.0,577.0,908.2480000000002,500.0
master,Île-de-France,oui,1524.0,5.0,557.0,822.45,20229.357657695746
master,Île-de-France,non,1872.0,2.0,321.0,641.9459999999999,25731.459876239493
bac,Auvergne-Rhône-Alpes,oui,500.0,5.0,420.0,650.918,500.0
bac+2,Auvergne-Rhône-Alpes,oui,4145.0,5.0,557.0,926.6140000000001,500.0
bac,Normandie,non,1515.0,4.0,831.0,787.884,500.0
doctorat,Île-de-France,non,1808.0,3.0,581.0,790.258,39972.446769433605
doctorat,Île-de-France,oui,5066.0,2.0,577.0,958.4040000000001,31279.742991111896
master,Île-de-France,non,2755.0,0.0,801.0,875.05,33204.5400367384
bac+2,Hauts-de-France,oui,1522.0,2.0,577.0,850.5800000000002,500.0
master,Corse,oui,1981.0,2.0,653.0,759.722,500.0
bac+2,Hauts-de-France,oui,4797.0,0.0,663.0,813.3120000000001,9911.22582326303
aucun,Auvergne-Rhône-Alpes,non,3624.0,0.0,580.0,1022.3040000000001,500.0
bac+2,Auvergne-Rhône-Alpes,oui,2836.0,1.0,553.0,754.562,500.0
doctorat,Bretagne,non,4466.0,2.0,369.0,828.758,26843.61226337767
doctorat,Occitanie,non,500.0,5.0,557.0,656.9540000000001,500.0
bac,Bretagne,oui,3258.0,4.0,550.0,956.646,21421.379721887948
bac,Hauts-de-France,non,2974.0,5.0,557.0,1007.0380000000001,14974.19121062256
aucun,Normandie,oui,3145.0,1.0,621.0,971.08,500.0
master,Bretagne,oui,2513.0,1.0,553.0,748.97,15466.498817494508
aucun,Île-de-France,non,4483.0,4.0,804.0,654.742,23580.485140549903
master,Corse,oui,1191.0,3.0,581.0,834.982,500.0
doctorat,Île-de-France,non,2374.0,0.0,816.0,683.268,31540.66438672988
doctorat,Provence-Alpes-Côte d’Azur,non,2406.0,4.0,576.0,963.356,33581.25319432047
doctorat,Normandie,oui,2407.0,2.0,577.0,892.1719999999999,4658.501555863989
master,Provence-Alpes-Côte d’Azur,non,1808.0,5.0,557.0,887.5200000000001,35199.24968214522
aucun,Normandie,oui,2414.0,0.0,623.0,665.336,500.0
bac+2,Île-de-France,non,3836.0,0.0,580.0,511.48400000000004,14931.5320834179
aucun,Auvergne-Rhône-Alpes,oui,3994.0,0.0,443.0,765.844,500.0
bac+2,Normandie,oui,2989.0,4.0,595.0,849.0599999999998,12229.95280457813
doctorat,Bretagne,non,954.0,3.0,580.0,996.008,32459.69464009423
bac,Provence-Alpes-Côte d’Azur,oui,3776.0,2.0,608.0,1068.0520000000001,12526.507075535286
doctorat,Île-de-France,oui,1833.0,1.0,553.0,783.96,22104.480358947632
bac+2,Corse,oui,2771.0,5.0,750.0,1002.7299999999999,500.0
bac+2,Normandie,oui,2103.0,4.0,576.0,856.01,10051.55635890977
doctorat,Bretagne,non,1233.0,0.0,431.0,706.9560000000001,21868.545933568254
bac,Corse,oui,1691.0,4.0,576.0,915.9860000000001,500.0
doctorat,Hauts-de-France,oui,1895.0,2.0,514.0,923.4379999999999,500.0
aucun,Île-de-France,non,3401.0,0.0,789.0,854.7120000000001,29666.38886169505
bac,Occitanie,non,4522.0,2.0,534.0,1054.752,500.0
doctorat,Occitanie,non,3329.0,4.0,701.0,633.6960000000001,29571.190441546645
bac+2,Occitanie,non,5954.0,5.0,557.0,548.01,9747.12238551886
bac+2,Bretagne,oui,500.0,1.0,561.0,429.38,10222.903479506209
aucun,Hauts-de-France,non,2976.0,2.0,491.0,1007.0380000000001,500.0
bac,Auvergne-Rhône-Alpes,non,3126.0,2.0,577.0,693.508,12133.434758795634
bac+2,Provence-Alpes-Côte d’Azur,non,2599.0,3.0,581.0,1226.34,24111.650847522527
master,Normandie,non,2121.0,3.0,536.0,817.298,16707.320410262688
bac,Hauts-de-France,oui,1895.0,4.0,590.0,923.4379999999999,500.0
doctorat,Occitanie,non,1085.0,1.0,553.0,705.548,500.0
doctorat,Auvergne-Rhône-Alpes,non,3100.0,5.0,557.0,901.918,12870.396799192902
doctorat,Île-de-France,oui,2070.0,2.0,782.0,739.762,5333.960879065305
doctorat,Occitanie,oui,1814.0,4.0,576.0,425.13,5861.601369813137
master,Hauts-de-France,oui,2895.0,1.0,558.0,497.32,3691.353682371368
bac+2,Bretagne,non,2461.0,2.0,577.0,889.2299999999999,13321.319313721186
master,Occitanie,oui,1518.0,2.0,473.0,935.2980000000001,20258.69713971608
bac,Occitanie,oui,2287.0,1.0,817.0,835.1020000000001,500.0
bac,Hauts-de-France,oui,2324.0,5.0,557.0,602.158,500.0
aucun,Normandie,non,2989.0,2.0,577.0,849.0599999999998,500.0
bac,Bretagne,oui,3587.0,4.0,576.0,696.132,5624.842961073869
bac,Auvergne-Rhône-Alpes,non,2121.0,3.0,301.0,1073.218,10090.280141473597
doctorat,Normandie,oui,2968.0,0.0,580.0,1063.492,500.0
master,Bretagne,oui,1413.0,5.0,557.0,873.89,8398.433450596822
master,Île-de-France,oui,1197.0,1.0,553.0,1003.0519999999999,12046.957747907947
doctorat,Provence-Alpes-Côte d’Azur,oui,500.0,2.0,577.0,713.5759999999999,21541.000792745766
master,Occitanie,oui,3542.0,0.0,580.0,567.97,21249.6816805135
aucun,Auvergne-Rhône-Alpes,non,500.0,4.0,576.0,650.918,500.0
bac,Normandie,oui,2011.0,4.0,576.0,631.0799999999999,500.0
doctorat,Corse,non,3917.0,0.0,479.0,947.3520000000001,3687.2000423902095
aucun,Auvergne-Rhône-Alpes,oui,1362.0,5.0,557.0,843.118,500.0
doctorat,Corse,oui,3146.0,4.0,576.0,639.592,14712.236943974063
bac,Normandie,non,2214.0,1.0,502.0,988.6560000000002,1434.4868463231576
bac+2,Auvergne-Rhône-Alpes,oui,2821.0,5.0,615.0,1131.536,10327.666763148058
doctorat,Corse,oui,3095.0,2.0,577.0,583.0040000000001,6704.007734065711
aucun,Provence-Alpes-Côte d’Azur,non,3334.0,3.0,581.0,703.82,500.0
master,Provence-Alpes-Côte d’Azur,non,2093.0,2.0,503.0,477.47799999999995,21984.782657532254
aucun,Auvergne-Rhône-Alpes,oui,1647.0,0.0,631.0,500.32000000000005,500.0
doctorat,Normandie,non,636.0,2.0,577.0,1274.01,25509.828333795755
doctorat,Hauts-de-France,non,1545.0,2.0,577.0,656.64,20007.60148801386
aucun,Île-de-France,oui,6149.0,5.0,399.0,756.332,500.0
bac+2,Auvergne-Rhône-Alpes,non,625.0,4.0,525.0,805.906,25669.544147114568
aucun,Normandie,oui,4590.0,5.0,557.0,718.108,500.0
aucun,Île-de-France,oui,3818.0,0.0,406.0,860.374,6310.894952435596
master,Auvergne-Rhône-Alpes,non,1969.0,4.0,825.0,664.5980000000001,500.0
master,Normandie,non,2844.0,2.0,513.0,715.5179999999999,7918.3760303489635
master,Corse,oui,2403.0,4.0,576.0,981.972,4652.61609834892
bac,Hauts-de-France,non,2170.0,5.0,361.0,922.424,2109.7498014256
doctorat,Corse,non,1615.0,5.0,557.0,827.75,11933.705374909388
bac,Auvergne-Rhône-Alpes,oui,1430.0,3.0,581.0,696.388,10662.337309807588
bac+2,Occitanie,oui,3294.0,4.0,576.0,588.0740000000001,20083.799078767785
master,Bretagne,oui,2447.0,4.0,576.0,545.646,17799.342438982523
master,Île-de-France,non,2319.0,4.0,576.0,921.01,7802.151982839824
aucun,Provence-Alpes-Côte d’Azur,oui,1434.0,5.0,557.0,827.5020000000001,2758.344639080622
doctorat,Corse,oui,3558.0,4.0,774.0,964.8519999999999,20479.891924403964
master,Corse,non,1324.0,5.0,557.0,433.12399999999997,13812.433639724204
master,Occitanie,non,4575.0,5.0,557.0,760.014,35429.88270013368
