sport_licence,niveau_etude,region,smoker,nb_enfants,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
oui,doctorat,Corse,non,2,2125.0,4.0,573.0,660.512,500.0
oui,bac+2,Normandie,non,0,1350.0,1.0,582.0,944.37,500.0
non,aucun,Hauts-de-France,oui,2,3565.0,1.0,637.0,1013.1,500.0
non,bac,Hauts-de-France,oui,0,2759.0,1.0,582.0,1298.3356,500.0
non,bac,Hauts-de-France,oui,2,2895.0,3.0,575.0,808.1160000000001,500.0
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1,2381.0,0.0,560.0,906.77,500.0
oui,bac+2,Île-de-France,oui,2,4164.0,4.0,573.0,855.6099999999999,11130.79898398446
non,doctorat,Corse,oui,1,800.0,2.0,666.0,740.646,500.0
oui,doctorat,Bretagne,non,-1,1997.0,1.0,582.0,280.25,23362.446036695277
non,aucun,Provence-Alpes-Côte d’Azur,non,-1,3011.0,1.0,542.0,807.812,500.0
non,aucun,Normandie,non,4,3073.0,0.0,754.0,1039.94,14437.276594493938
oui,bac,Hauts-de-France,non,1,1413.0,2.0,549.0,994.5939999999998,7129.537998002215
oui,master,Île-de-France,oui,0,3427.0,3.0,583.0,793.346,500.0
oui,bac,Corse,non,1,976.0,3.0,575.0,892.3299999999999,570.6555613927026
non,doctorat,Normandie,oui,1,3403.0,3.0,575.0,703.848,500.0
non,master,Occitanie,oui,0,2211.0,1.0,464.0,881.8519999999999,500.0
oui,bac,Occitanie,oui,0,1397.0,3.0,304.0,912.524,500.0
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2,1955.0,4.0,573.0,1242.48,500.0
oui,bac,Île-de-France,oui,1,3566.0,4.0,491.0,701.008,7303.582022688753
oui,doctorat,Normandie,non,0,3549.0,2.0,497.0,747.346,27057.618828507217
oui,bac+2,Normandie,non,3,3282.0,0.0,560.0,1035.76,20332.17542845536
non,master,Provence-Alpes-Côte d’Azur,non,1,1902.0,3.0,343.0,458.68,500.0
non,doctorat,Auvergne-Rhône-Alpes,non,3,500.0,1.0,468.0,842.04,27917.84770781187
oui,master,Corse,oui,0,1072.0,0.0,464.0,700.332,500.0
non,bac+2,Occitanie,non,3,4106.0,2.0,570.0,704.39,28044.38155117168
oui,master,Hauts-de-France,non,4,3114.0,2.0,570.0,998.5319999999999,2642.0626051822514
non,bac,Île-de-France,non,3,2851.0,0.0,560.0,814.9919999999998,13567.668608456384
non,master,Corse,oui,1,826.0,2.0,570.0,699.4780000000001,500.0
oui,doctorat,Bretagne,non,4,2774.0,0.0,560.0,352.07,30538.96553327411
oui,bac,Normandie,non,-1,2220.0,3.0,469.0,830.6540000000001,500.0
non,master,Île-de-France,non,0,500.0,0.0,560.0,675.32,500.0
non,doctorat,Hauts-de-France,oui,5,2702.0,1.0,582.0,1017.3640000000001,500.0
oui,master,Hauts-de-France,oui,4,1359.0,3.0,575.0,1069.89,17799.513101871773
oui,aucun,Hauts-de-France,oui,1,3905.0,4.0,573.0,854.5379999999999,500.0
non,master,Auvergne-Rhône-Alpes,oui,1,4433.0,0.0,431.0,691.696,500.0
non,bac,Bretagne,non,2,2451.0,4.0,764.0,737.51,500.0
oui,doctorat,Occitanie,non,1,2587.0,1.0,582.0,835.168,12238.599460951356
oui,aucun,Provence-Alpes-Côte d’Azur,oui,3,4588.0,3.0,575.0,766.4380000000001,500.0
oui,doctorat,Corse,oui,-1,769.0,3.0,784.0,960.73,500.0
non,bac+2,Normandie,oui,0,2400.0,2.0,570.0,377.94,500.0
oui,bac,Normandie,non,2,3368.0,4.0,346.0,888.9460000000001,500.0
non,aucun,Île-de-France,oui,1,1116.0,3.0,575.0,842.3459999999999,500.0
oui,aucun,Île-de-France,non,3,2203.0,3.0,575.0,857.2,500.0
oui,master,Île-de-France,oui,5,2508.0,3.0,545.0,730.274,30957.4264798614
oui,bac+2,Corse,non,0,1850.0,0.0,560.0,590.28,500.0
non,bac,Corse,non,1,3809.0,2.0,311.0,1113.966,500.0
non,bac,Île-de-France,non,0,3058.0,2.0,676.0,788.81,8772.88798042276
non,bac+2,Bretagne,non,3,2474.0,0.0,408.0,1298.3356,28577.61282542901
non,master,Île-de-France,non,5,1490.0,3.0,575.0,846.3700000000001,38021.26429213914
oui,aucun,Auvergne-Rhône-Alpes,oui,2,2350.0,1.0,582.0,679.644,16092.796559773358
oui,bac+2,Corse,non,3,2696.0,0.0,560.0,684.55,17840.63301851775
non,aucun,Auvergne-Rhône-Alpes,non,6,845.0,5.0,578.0,833.7459999999999,18580.905538840077
non,bac,Occitanie,non,5,4491.0,2.0,544.0,673.356,29799.65932299516
non,bac,Corse,oui,2,2731.0,3.0,575.0,500.33000000000004,500.0
non,master,Provence-Alpes-Côte d’Azur,oui,3,3316.0,3.0,575.0,1288.51,13033.679422727118
non,bac+2,Île-de-France,non,2,2263.0,4.0,573.0,813.442,500.0
oui,doctorat,Île-de-France,oui,2,2580.0,0.0,560.0,660.914,500.0
oui,bac+2,Corse,oui,0,5568.0,5.0,582.0,645.914,5293.398114202605
oui,bac,Occitanie,non,0,500.0,4.0,573.0,666.8,500.0
non,master,Provence-Alpes-Côte d’Azur,non,1,2792.0,4.0,664.0,895.15,500.0
non,aucun,Corse,non,2,2981.0,1.0,582.0,667.598,500.0
oui,master,Occitanie,oui,2,3012.0,3.0,575.0,623.434,500.0
oui,doctorat,Normandie,non,0,3365.0,4.0,529.0,921.4559999999999,500.0
non,bac+2,Corse,non,3,2333.0,5.0,578.0,745.0640000000001,500.0
oui,bac,Île-de-France,oui,1,2592.0,0.0,560.0,994.91,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,non,3,3433.0,2.0,633.0,870.57,48600.36134032166
non,bac,Occitanie,non,4,2773.0,5.0,578.0,623.746,25692.82989869701
oui,aucun,Bretagne,non,0,4065.0,3.0,575.0,1284.92,11038.33945229482
non,doctorat,Auvergne-Rhône-Alpes,oui,2,1272.0,2.0,570.0,871.1200000000001,22605.006221766333
oui,master,Provence-Alpes-Côte d’Azur,non,0,2895.0,5.0,702.0,1113.31,10844.236233853091
oui,bac+2,Occitanie,non,0,3851.0,1.0,582.0,664.1200000000001,500.0
non,master,Auvergne-Rhône-Alpes,oui,3,3803.0,0.0,350.0,1115.06,5614.966859524264
non,doctorat,Île-de-France,oui,2,4719.0,2.0,528.0,790.108,27753.990453195944
oui,aucun,Île-de-France,oui,1,2853.0,5.0,578.0,752.106,500.0
oui,aucun,Île-de-France,oui,1,2290.0,2.0,570.0,886.46,500.0
non,bac+2,Corse,oui,1,2623.0,2.0,570.0,911.516,500.0
non,bac+2,Occitanie,oui,1,893.0,0.0,642.0,647.88,500.0
non,doctorat,Corse,non,1,4474.0,2.0,445.0,602.29,13297.587606417306
non,doctorat,Occitanie,oui,0,3515.0,2.0,486.0,784.62,500.0
oui,doctorat,Occitanie,non,4,930.0,3.0,639.0,1122.25,8573.358470408864
non,doctorat,Occitanie,oui,3,2549.0,0.0,746.0,881.49,500.0
oui,bac+2,Bretagne,oui,3,2063.0,3.0,575.0,698.308,21679.5486704196
oui,bac,Auvergne-Rhône-Alpes,non,1,1236.0,5.0,578.0,790.1099999999999,1844.0329371307264
oui,bac+2,Corse,non,0,4464.0,3.0,575.0,1150.04,8285.817936778778
non,bac,Occitanie,non,1,500.0,5.0,524.0,796.64,500.0
non,aucun,Auvergne-Rhône-Alpes,non,2,2054.0,5.0,397.0,786.066,6046.755656883397
oui,master,Corse,non,0,2365.0,4.0,573.0,757.216,500.0
non,bac+2,Hauts-de-France,non,2,3328.0,0.0,478.0,945.992,500.0
non,aucun,Hauts-de-France,non,4,1140.0,0.0,807.0,646.328,10885.381593712042
non,aucun,Bretagne,oui,3,3485.0,3.0,575.0,628.646,11709.417260793842
oui,bac,Hauts-de-France,non,1,3452.0,4.0,573.0,1119.65,6733.297384903495
oui,master,Île-de-France,oui,3,2712.0,5.0,578.0,903.98,500.0
non,doctorat,Normandie,oui,4,4964.0,3.0,575.0,780.4620000000001,39382.40174228292
oui,bac,Auvergne-Rhône-Alpes,oui,4,2351.0,3.0,485.0,540.612,500.0
oui,bac,Occitanie,non,1,784.0,3.0,575.0,826.372,500.0
non,bac+2,Normandie,oui,0,1240.0,2.0,846.0,643.166,500.0
oui,bac+2,Occitanie,non,0,3927.0,1.0,650.0,326.56,500.0
non,bac,Normandie,non,2,2676.0,4.0,573.0,825.92,5159.662691995385
non,bac,Auvergne-Rhône-Alpes,oui,2,4034.0,5.0,578.0,902.4419999999998,12886.728785661053
oui,bac,Normandie,oui,1,654.0,1.0,582.0,934.71,500.0
oui,bac,Provence-Alpes-Côte d’Azur,oui,2,908.0,0.0,560.0,865.634,500.0
non,bac,Normandie,non,4,2067.0,0.0,560.0,601.2719999999999,500.0
oui,doctorat,Île-de-France,oui,3,1587.0,2.0,570.0,433.09,500.0
oui,master,Normandie,non,0,3477.0,5.0,578.0,747.1800000000001,25786.486859098208
oui,master,Auvergne-Rhône-Alpes,oui,4,2373.0,5.0,578.0,627.9680000000001,3037.8523332904906
oui,aucun,Normandie,non,0,1582.0,3.0,668.0,480.18199999999996,500.0
non,master,Occitanie,non,2,2195.0,0.0,560.0,945.86,20874.81075557496
non,master,Occitanie,non,1,1663.0,0.0,435.0,628.1,15182.68376717428
oui,bac,Corse,oui,-1,1377.0,2.0,570.0,975.8219999999999,500.0
oui,aucun,Bretagne,oui,4,1441.0,1.0,582.0,469.54,4004.655230721941
oui,master,Provence-Alpes-Côte d’Azur,oui,3,4806.0,0.0,771.0,974.2639999999999,11952.530924422606
oui,aucun,Hauts-de-France,oui,1,1891.0,1.0,582.0,795.186,500.0
oui,bac+2,Bretagne,oui,3,500.0,2.0,570.0,464.49399999999997,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,oui,4,3554.0,3.0,793.0,813.324,9737.490776631392
non,bac,Occitanie,oui,1,3052.0,2.0,689.0,750.4860000000001,500.0
non,aucun,Auvergne-Rhône-Alpes,non,0,3250.0,0.0,560.0,690.08,500.0
oui,doctorat,Bretagne,oui,1,3299.0,5.0,487.0,922.7160000000001,500.0
non,aucun,Corse,oui,1,2428.0,1.0,729.0,712.856,500.0
oui,bac+2,Île-de-France,non,-1,3438.0,3.0,495.0,465.68,500.0
non,aucun,Auvergne-Rhône-Alpes,non,3,2153.0,3.0,575.0,641.3140000000001,17194.207059045802
non,bac+2,Île-de-France,oui,0,3022.0,2.0,570.0,782.2060000000001,500.0
oui,aucun,Auvergne-Rhône-Alpes,oui,0,3773.0,4.0,573.0,502.09,500.0
non,bac+2,Corse,oui,3,2508.0,4.0,837.0,932.9399999999999,500.0
oui,bac+2,Bretagne,non,1,3237.0,2.0,435.0,835.1560000000002,500.0
non,aucun,Auvergne-Rhône-Alpes,non,0,3758.0,2.0,747.0,429.85,500.0
non,aucun,Occitanie,oui,0,3781.0,1.0,582.0,549.118,500.0
non,master,Occitanie,oui,3,2607.0,2.0,570.0,1006.6,14384.134432475044
non,master,Corse,oui,0,2086.0,0.0,571.0,1010.6119999999999,500.0
non,bac,Bretagne,non,2,877.0,2.0,430.0,728.1999999999999,5104.669103968065
oui,bac,Provence-Alpes-Côte d’Azur,oui,0,2188.0,4.0,517.0,788.412,500.0
oui,bac,Corse,oui,4,1452.0,0.0,560.0,702.142,500.0
oui,doctorat,Normandie,oui,0,4240.0,3.0,408.0,758.836,20076.710615152388
oui,doctorat,Occitanie,non,0,4018.0,0.0,436.0,635.374,9787.450681057464
non,bac,Bretagne,non,1,3200.0,5.0,578.0,856.008,13451.949076437062
non,bac+2,Provence-Alpes-Côte d’Azur,oui,4,3510.0,3.0,575.0,826.1879999999999,3781.4490294781554
oui,aucun,Occitanie,non,2,2302.0,0.0,560.0,939.366,3693.546074949823
non,bac+2,Hauts-de-France,non,3,2778.0,1.0,582.0,824.314,500.0
oui,bac+2,Corse,non,2,4796.0,5.0,578.0,697.788,13019.752251067695
non,master,Auvergne-Rhône-Alpes,oui,0,4020.0,0.0,560.0,717.1600000000001,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,oui,1,500.0,1.0,480.0,870.742,500.0
oui,bac+2,Auvergne-Rhône-Alpes,non,0,789.0,3.0,756.0,775.918,500.0
oui,doctorat,Corse,non,1,2747.0,2.0,839.0,1111.12,899.2670081650382
non,bac,Occitanie,non,2,2910.0,1.0,687.0,731.55,14812.435436480271
non,aucun,Corse,non,2,2377.0,4.0,573.0,535.66,500.0
non,bac+2,Occitanie,non,1,653.0,1.0,582.0,868.4040000000001,4245.059588698138
non,master,Normandie,non,2,2620.0,1.0,582.0,840.2239999999999,16850.61187309268
oui,master,Corse,non,0,2377.0,5.0,434.0,718.9,500.0
non,bac,Normandie,non,2,1539.0,4.0,573.0,896.6479999999999,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,non,2,2589.0,2.0,359.0,1067.25,28361.216717560765
non,bac+2,Normandie,oui,1,543.0,2.0,699.0,589.78,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,non,3,1645.0,2.0,570.0,939.52,16779.477423165245
non,aucun,Occitanie,oui,0,3378.0,1.0,352.0,790.78,500.0
non,bac,Île-de-France,non,2,3935.0,3.0,707.0,799.8,30582.229512865797
oui,aucun,Provence-Alpes-Côte d’Azur,oui,1,3084.0,1.0,582.0,1267.42,500.0
oui,doctorat,Bretagne,oui,3,1898.0,0.0,560.0,655.22,27049.936870365764
non,aucun,Auvergne-Rhône-Alpes,non,4,2112.0,0.0,560.0,1015.7720000000002,500.0
non,bac,Provence-Alpes-Côte d’Azur,oui,0,2141.0,5.0,578.0,778.9739999999999,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,oui,2,1971.0,5.0,578.0,751.568,19659.52989597216
non,bac,Auvergne-Rhône-Alpes,oui,0,3418.0,0.0,560.0,776.37,500.0
oui,master,Auvergne-Rhône-Alpes,non,4,2719.0,1.0,618.0,890.106,35037.39503704966
oui,aucun,Hauts-de-France,oui,0,1249.0,5.0,847.0,761.826,500.0
oui,aucun,Auvergne-Rhône-Alpes,non,0,2988.0,3.0,575.0,479.63,500.0
non,bac,Corse,non,1,3507.0,3.0,742.0,802.7859999999998,3339.4071421091703
non,bac+2,Hauts-de-France,non,1,3333.0,5.0,578.0,933.3799999999999,11440.41558874762
oui,master,Provence-Alpes-Côte d’Azur,non,1,5053.0,4.0,573.0,799.884,28059.26791132646
oui,bac,Hauts-de-France,non,3,1629.0,1.0,582.0,678.6960000000001,500.0
non,doctorat,Auvergne-Rhône-Alpes,oui,1,3545.0,5.0,432.0,605.128,500.0
oui,master,Auvergne-Rhône-Alpes,non,4,1368.0,5.0,578.0,889.358,500.0
non,aucun,Normandie,non,4,2968.0,0.0,560.0,640.106,500.0
non,doctorat,Île-de-France,non,2,1285.0,3.0,654.0,952.1919999999998,28660.654900555084
oui,master,Bretagne,non,2,1061.0,5.0,313.0,839.46,21639.31929549234
oui,aucun,Île-de-France,oui,0,500.0,3.0,575.0,675.32,500.0
non,bac,Normandie,oui,0,3838.0,2.0,706.0,744.336,500.0
oui,bac+2,Bretagne,non,3,2663.0,4.0,573.0,818.1099999999999,33214.03193970021
non,aucun,Occitanie,oui,2,1491.0,2.0,570.0,436.93,500.0
oui,bac,Auvergne-Rhône-Alpes,non,0,2183.0,1.0,846.0,833.9979999999999,17288.094989211968
oui,bac,Provence-Alpes-Côte d’Azur,non,0,2485.0,3.0,368.0,830.8279999999999,500.0
non,master,Hauts-de-France,non,2,2745.0,1.0,651.0,1019.948,5384.587170852851
non,master,Hauts-de-France,oui,0,1319.0,3.0,575.0,721.984,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,non,2,4342.0,0.0,560.0,594.45,645.9904107965895
oui,master,Hauts-de-France,oui,1,1868.0,0.0,560.0,859.234,500.0
oui,bac,Provence-Alpes-Côte d’Azur,oui,0,2179.0,4.0,573.0,432.14,500.0
non,bac,Bretagne,non,2,739.0,3.0,575.0,1109.18,16774.439422281055
oui,master,Normandie,non,3,1698.0,5.0,575.0,814.616,23539.407542932902
oui,bac,Normandie,non,3,2556.0,2.0,570.0,998.82,500.0
non,master,Normandie,oui,0,3979.0,3.0,575.0,707.128,500.0
non,aucun,Île-de-France,oui,1,2626.0,1.0,582.0,1065.47,500.0
oui,bac+2,Normandie,oui,3,2240.0,4.0,590.0,704.836,14516.221113864312
oui,aucun,Normandie,oui,1,654.0,4.0,573.0,920.55,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,non,0,5329.0,4.0,582.0,709.3439999999999,500.0
non,bac,Provence-Alpes-Côte d’Azur,oui,2,679.0,3.0,702.0,756.77,500.0
non,bac,Auvergne-Rhône-Alpes,oui,0,537.0,4.0,355.0,655.33,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,non,3,1202.0,5.0,485.0,926.6460000000001,29158.540553640065
non,bac,Normandie,non,0,2875.0,3.0,483.0,826.186,500.0
oui,master,Île-de-France,non,1,1774.0,4.0,573.0,774.458,18130.79605409314
oui,bac,Île-de-France,oui,1,1306.0,5.0,459.0,1224.92,500.0
oui,aucun,Bretagne,oui,-1,3079.0,0.0,560.0,791.56,500.0
oui,bac,Normandie,non,1,2729.0,0.0,560.0,1008.26,6520.441808137029
oui,doctorat,Hauts-de-France,oui,0,2378.0,1.0,391.0,637.856,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,non,2,3167.0,3.0,575.0,857.292,47033.607034075794
non,doctorat,Normandie,oui,1,1562.0,2.0,840.0,632.3399999999999,7062.468236450614
non,aucun,Occitanie,non,3,2657.0,5.0,578.0,900.7620000000001,500.0
non,aucun,Auvergne-Rhône-Alpes,non,2,2953.0,0.0,311.0,746.366,3636.953931629637
non,master,Occitanie,non,3,5044.0,3.0,575.0,907.53,13427.096383313634
non,doctorat,Île-de-France,non,0,1493.0,2.0,642.0,697.9939999999999,20129.93071725297
non,bac,Auvergne-Rhône-Alpes,non,2,767.0,2.0,522.0,813.2,7181.990421288722
non,doctorat,Bretagne,oui,5,536.0,3.0,575.0,777.746,25429.95401859597
non,master,Bretagne,non,2,4504.0,0.0,832.0,725.04,44783.9500596906
oui,master,Normandie,oui,1,4158.0,4.0,679.0,970.5360000000001,16088.69832685581
non,master,Corse,oui,3,657.0,2.0,570.0,981.064,9855.705107337182
oui,master,Île-de-France,oui,0,2681.0,5.0,578.0,1068.498,5050.993511279376
non,aucun,Hauts-de-France,oui,0,3469.0,3.0,627.0,823.924,500.0
non,aucun,Hauts-de-France,oui,0,2954.0,1.0,771.0,578.25,500.0
oui,aucun,Île-de-France,non,0,1927.0,3.0,575.0,831.7560000000001,500.0
oui,master,Normandie,non,0,661.0,1.0,445.0,948.7620000000001,500.0
oui,master,Normandie,oui,2,3209.0,2.0,570.0,827.874,23043.59728309674
oui,bac,Île-de-France,oui,1,2006.0,5.0,484.0,755.7160000000001,500.0
oui,bac,Bretagne,non,0,2628.0,4.0,573.0,822.152,4872.619890470138
non,doctorat,Corse,non,0,5313.0,1.0,365.0,709.3439999999999,18665.82973888772
non,bac+2,Corse,non,1,2375.0,4.0,573.0,594.976,500.0
non,doctorat,Hauts-de-France,non,0,2714.0,1.0,582.0,1102.21,16761.12307837128
oui,bac,Occitanie,non,1,1871.0,1.0,582.0,772.5919999999999,500.0
oui,bac,Provence-Alpes-Côte d’Azur,oui,1,5119.0,0.0,708.0,260.35810000000004,21730.1037980072
non,bac,Provence-Alpes-Côte d’Azur,non,3,2988.0,5.0,578.0,724.168,16788.31159504446
oui,bac,Île-de-France,oui,0,3272.0,1.0,582.0,815.704,500.0
oui,doctorat,Normandie,non,3,2348.0,3.0,575.0,965.32,10272.473001297143
non,doctorat,Provence-Alpes-Côte d’Azur,oui,1,2927.0,3.0,575.0,1069.634,500.0
oui,aucun,Occitanie,non,2,3219.0,4.0,803.0,988.42,29159.75396291384
non,aucun,Provence-Alpes-Côte d’Azur,non,2,2430.0,0.0,392.0,378.79,500.0
oui,bac,Provence-Alpes-Côte d’Azur,oui,2,4279.0,3.0,389.0,641.586,500.0
non,doctorat,Normandie,non,2,4721.0,3.0,711.0,621.568,23979.35837424699
non,doctorat,Normandie,oui,3,1494.0,3.0,575.0,816.238,9849.81775368521
oui,bac+2,Bretagne,oui,3,1379.0,3.0,504.0,999.604,19656.6597615602
oui,aucun,Corse,non,1,1435.0,2.0,789.0,1016.28,5703.955188223215
oui,bac,Île-de-France,oui,3,2641.0,4.0,573.0,953.7,3227.086694925262
non,bac,Auvergne-Rhône-Alpes,oui,0,1216.0,1.0,454.0,660.38,500.0
non,master,Bretagne,non,0,1150.0,4.0,573.0,1068.586,500.0
oui,aucun,Hauts-de-France,oui,2,2659.0,2.0,570.0,389.07,500.0
oui,bac,Hauts-de-France,oui,2,1942.0,4.0,619.0,394.9,500.0
oui,master,Provence-Alpes-Côte d’Azur,oui,1,3317.0,1.0,582.0,882.1899999999999,500.0
non,doctorat,Occitanie,non,2,2290.0,4.0,696.0,880.242,29322.25467431438
non,aucun,Île-de-France,non,1,3979.0,3.0,575.0,707.1279999999999,18482.90008565181
non,aucun,Corse,oui,4,3128.0,4.0,573.0,929.23,500.0
oui,bac+2,Auvergne-Rhône-Alpes,non,4,3166.0,1.0,582.0,724.294,9403.312586896614
non,aucun,Normandie,non,4,3945.0,3.0,575.0,912.24,500.0
non,master,Bretagne,oui,2,2346.0,2.0,614.0,612.37,8255.436626295073
oui,bac,Hauts-de-France,oui,1,1758.0,4.0,690.0,636.4200000000001,500.0
non,master,Île-de-France,non,1,5682.0,0.0,560.0,808.24,28604.90263475217
oui,aucun,Bretagne,oui,1,2441.0,4.0,573.0,690.45,500.0
non,doctorat,Île-de-France,oui,0,3473.0,1.0,582.0,879.59,500.0
oui,bac+2,Auvergne-Rhône-Alpes,non,2,2323.0,2.0,467.0,901.692,500.0
non,bac,Île-de-France,non,4,2465.0,5.0,802.0,926.1039999999999,25954.08783076408
non,aucun,Île-de-France,non,1,2864.0,5.0,578.0,466.14,500.0
non,master,Normandie,oui,3,2083.0,1.0,582.0,728.636,500.0
non,doctorat,Île-de-France,non,2,4308.0,4.0,573.0,925.0699999999999,34091.88884757778
non,doctorat,Auvergne-Rhône-Alpes,oui,3,2759.0,3.0,575.0,1101.1599999999999,12850.06110580871
non,bac,Provence-Alpes-Côte d’Azur,non,0,2559.0,5.0,578.0,1192.84,8329.184540607268
non,bac,Auvergne-Rhône-Alpes,non,5,2899.0,5.0,578.0,916.2879999999999,5272.078202260554
oui,bac+2,Hauts-de-France,non,4,607.0,1.0,381.0,839.5559999999999,500.0
oui,bac,Île-de-France,oui,3,500.0,0.0,340.0,675.32,500.0
non,bac+2,Auvergne-Rhône-Alpes,oui,2,959.0,4.0,573.0,791.4040000000001,500.0
non,aucun,Auvergne-Rhône-Alpes,non,0,500.0,1.0,582.0,1279.72,500.0
oui,doctorat,Normandie,oui,2,841.0,5.0,476.0,621.482,15211.678145341306
oui,bac,Provence-Alpes-Côte d’Azur,non,-2,2171.0,5.0,340.0,910.092,500.0
oui,bac,Occitanie,non,1,3408.0,3.0,575.0,933.0260000000001,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2,2779.0,5.0,341.0,600.26,500.0
oui,aucun,Normandie,non,3,2299.0,2.0,570.0,530.054,1906.9583724923764
oui,bac+2,Auvergne-Rhône-Alpes,non,2,2473.0,4.0,719.0,868.302,500.0
non,bac,Auvergne-Rhône-Alpes,oui,1,5476.0,4.0,573.0,846.36,9948.821126886953
oui,master,Normandie,non,2,3189.0,2.0,830.0,840.2940000000001,22780.826278044955
oui,aucun,Provence-Alpes-Côte d’Azur,non,2,500.0,5.0,578.0,870.742,9883.846796641545
oui,bac+2,Île-de-France,non,2,1264.0,5.0,318.0,813.344,22150.047884630072
oui,doctorat,Île-de-France,non,0,3808.0,4.0,476.0,1099.9019999999998,33085.57158869816
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,0,4424.0,1.0,689.0,830.4559999999999,19316.473971898955
oui,master,Corse,non,3,3461.0,1.0,455.0,917.9639999999999,24819.146175092945
non,bac+2,Hauts-de-France,oui,1,4860.0,4.0,573.0,674.016,6115.360294199886
non,doctorat,Corse,non,1,1713.0,1.0,403.0,613.3219999999999,500.0
oui,master,Île-de-France,oui,0,4288.0,4.0,573.0,839.9459999999999,500.0
non,master,Île-de-France,oui,3,1906.0,5.0,647.0,885.93,17905.13205389855
non,master,Bretagne,oui,0,2338.0,0.0,560.0,729.272,500.0
non,aucun,Provence-Alpes-Côte d’Azur,oui,0,2384.0,5.0,726.0,852.76,500.0
oui,aucun,Corse,non,4,2019.0,2.0,379.0,850.366,4735.60356989317
oui,master,Île-de-France,non,1,1692.0,4.0,573.0,1179.71,22619.40956320405
non,bac+2,Normandie,non,0,1595.0,4.0,573.0,992.7819999999999,7403.9642438986575
non,master,Corse,oui,1,3157.0,3.0,575.0,670.704,500.0
oui,bac+2,Hauts-de-France,non,1,1404.0,1.0,582.0,861.4280000000001,500.0
oui,doctorat,Occitanie,oui,0,5045.0,1.0,697.0,799.884,27991.03951965214
oui,bac+2,Corse,non,0,2250.0,5.0,578.0,569.3480000000001,5895.757226166676
non,master,Provence-Alpes-Côte d’Azur,non,4,1811.0,5.0,578.0,674.266,500.0
non,bac+2,Corse,oui,2,2201.0,2.0,666.0,857.2,500.0
non,bac,Normandie,non,1,2378.0,3.0,624.0,884.41,4244.287087773865
non,bac+2,Hauts-de-France,non,2,1631.0,5.0,578.0,775.158,12004.6465475059
non,aucun,Occitanie,non,2,1316.0,3.0,564.0,774.338,500.0
non,aucun,Provence-Alpes-Côte d’Azur,non,1,1234.0,5.0,578.0,823.53,3312.0721402400927
non,bac+2,Corse,oui,-1,3064.0,2.0,570.0,891.7439999999999,500.0
non,master,Bretagne,non,4,3158.0,0.0,560.0,1049.44,2882.311024005486
non,master,Corse,oui,2,2232.0,5.0,578.0,848.9100000000001,500.0
non,bac,Île-de-France,non,1,4067.0,3.0,586.0,844.39,500.0
oui,bac,Hauts-de-France,non,2,1835.0,2.0,379.0,695.5539999999999,7966.636289514005
oui,doctorat,Auvergne-Rhône-Alpes,non,0,2458.0,4.0,551.0,750.822,16903.79388141983
non,bac,Bretagne,oui,0,805.0,2.0,837.0,809.246,500.0
non,aucun,Hauts-de-France,non,0,936.0,0.0,374.0,813.9779999999998,500.0
non,bac,Corse,oui,2,2299.0,2.0,651.0,773.0380000000001,500.0
oui,doctorat,Auvergne-Rhône-Alpes,non,4,2950.0,1.0,582.0,794.0,15674.757076699983
non,bac,Bretagne,oui,0,1393.0,5.0,578.0,851.5780000000001,500.0
oui,bac+2,Hauts-de-France,oui,3,4834.0,5.0,784.0,941.4039999999999,500.0
non,doctorat,Hauts-de-France,oui,3,2613.0,4.0,311.0,794.318,9249.338008178283
oui,bac+2,Occitanie,oui,2,3778.0,1.0,582.0,549.118,24140.794380136525
oui,master,Provence-Alpes-Côte d’Azur,oui,2,500.0,4.0,793.0,870.742,23907.517505729626
oui,bac+2,Normandie,oui,0,2952.0,2.0,570.0,703.8979999999999,8260.781038647026
non,master,Hauts-de-France,non,0,722.0,0.0,688.0,984.8040000000001,500.0
oui,bac+2,Corse,oui,2,1900.0,1.0,582.0,409.492,4378.381195835579
oui,aucun,Bretagne,oui,2,3283.0,3.0,575.0,1035.76,500.0
non,bac+2,Corse,oui,3,3583.0,0.0,749.0,1298.3356,500.0
oui,master,Auvergne-Rhône-Alpes,oui,1,1868.0,0.0,692.0,299.58,500.0
oui,bac,Normandie,non,4,2298.0,0.0,560.0,530.054,2192.0624500531503
non,doctorat,Auvergne-Rhône-Alpes,non,2,3010.0,3.0,575.0,752.8799999999999,32202.496563884648
